"division","Familie","species_GermanSL","forest","ind_L","ind_T","ind_K","ind_F","ind_R","ind_N","sub_soil","sub_rock","sub_wood","sub_bark","hemeroby","growth_form","stems","shoot_length","life_form","life_strat","life_strat2","protonema","hyalin_hairp","dominants","dist_gamet","dist_gamet2","seta_length","capsule_pos","capsule_peris","spores","ornament","fruit_freq","fruit_seas","veg_tub","veg_gem","veg_bulb","veg_bran","veg_leav"
"Bryophyta","Fissidentaceae","Fissidens celticus","M1.1","Ind","Ind","Ind","Ind","Ind",3,1,0,0,0,4,"O","erect",10,"turf","c","",0,0,0,"Dioicous","","","",1,NA,"","","",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens dubius","M2.1","Ind","4","5","4","8",2,1,1,0,1,3,"O","erect",3.5,"cushion","p","",0,NA,0,"Dioicous or Monoicous","Autoicous","3","inclined",1,13,"","occasional","winter to spring",1,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens exiguus","M2.1","4","8","3","6","6",5,1,1,0,0,5,"O","procumbent to erect",1.15,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,12,"flat","common","winter to spring",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens exilis","M2.1","4","5","5","6","5",5,1,0,0,0,5,"O","procumbent",7,"turf","c","",0,0,0,"Dioicous or Monoicous","Autoicous","2","inclined",1,11,"papillose","common","winter to spring",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens gracilifolius","M1.1","3","4","5","6","9",4,0,1,0,0,5,"O","erect",2.5,"cushion","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,11.5,"flat","common","summer",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens gymnandrus","M1.1","5","4","7","7","8",NA,1,1,1,1,3,"O","erect",1,"turf","c","",0,0,0,"Dioicous or Monoicous","Autoicous","2","inclined",1,14.5,"papillose","common","autumn to spring",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens incurvus","M2.1","4","5","5","6","8",5,1,0,0,0,6,"O","procumbent to erect",8,"turf","c","",0,0,0,"Dioicous or Monoicous","Autoicous","2","inclined",1,14,"papillose","common","spring to winter",1,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens osmundoides","M2.2","Ind","2","6","8","5",2,1,1,1,0,2,"O","erect",10,"turf","c","",0,0,0,"Dioicous","","3","erect to inclined",1,21,"papillose","occasional","winter",1,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens pusillus","M1.1","3","4","5","6","6",4,0,1,0,0,5,"O","procumbent to erect",1.15,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,12,"flat","common","winter to spring",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens taxifolius","M2.1","5","4","5","6","7",5,1,1,1,0,6,"O","procumbent to erect",1.5,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect to inclined",1,15,"flat","frequent","winter to spring",1,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens viridulus","M2.1","7","5","5","6","8",6,1,0,0,0,5,"O","procumbent to erect",1.15,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,12,"flat","common","winter to spring",0,0,0,0,0
"Bryophyta","Fontinalaceae","Fontinalis antipyretica","M2.1","Ind","Ind","Ind","Ind","Ind",5,0,1,1,0,2,"P","erect",37.5,"turf","p","",0,0,0,"Dioicous or Monoicous","Synoicous","1","immersed",1,11,"","rare","spring to summer",0,0,0,0,0
"Bryophyta","Fontinalaceae","Fontinalis hypnoides","M2.1","Ind","Ind","Ind","Ind","Ind",NA,0,1,0,0,3,"P","procumbent",20,"turf","p","",0,0,0,"Dioicous","","2","erect",1,17,"","rare","summer",0,0,0,0,0
"Bryophyta","Fontinalaceae","Fontinalis squamosa","M2.1","8","4","4","9","2",3,0,1,1,0,3,"P","erect",40,"turf","p","",0,0,0,"Dioicous or Monoicous","Synoicous","1","immersed",1,23,"","rare to occasional","spring",0,0,0,0,0
"Bryophyta","Funariaceae","Funaria hygrometrica","M2.2","8","Ind","5","6","6",7,1,0,1,0,8,"O","erect",3,"turf","f","",0,0,0,"Monoicous","Autoicous","3","erect to inclined",1,19,"flat","common","autumn to winter",0,0,0,0,0
"Bryophyta","Funariaceae","Physcomitrium pyriforme","M2.2","8","4","5","7","6",6,1,0,1,0,6,"O","erect",3,"annual","a","",0,0,0,"Monoicous","Autoicous","2","erect",1,32,"papillose","common","spring to summer",0,0,0,0,0
"Bryophyta","Grimmiaceae","Coscinodon cribrosus","","9","2","6","1","1",1,1,1,1,1,3,"O","erect",1,"cushion","c","",0,NA,0,"Dioicous","","2","inclined",1,11.5,"","occasional","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Dryptodon patens","M2.2","9","2","6","3","1",2,0,1,0,0,2,"O","procumbent to erect",1.5,"turf","p","s",0,0,0,"Dioicous","","2","immersed",1,14,"grained","rare","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Grimmia donniana","M2.2","Ind","Ind","Ind","Ind","Ind",1,0,1,0,0,3,"O","erect",1.5,"turf","c","",0,1,0,"Monoicous","Autoicous","3","erect to inclined",1,11,"","common","spring to autumn",0,0,0,0,0
"Bryophyta","Grimmiaceae","Grimmia elongata","","7","2","Ind","3","2",2,1,1,0,0,2,"O","erect",2,"turf","c","",0,1,0,"Dioicous","","3","erect",1,13.5,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Grimmiaceae","Grimmia funalis","","","","","","",2,1,1,0,0,3,"O","erect",1.5,"turf","c","",0,1,0,"Dioicous","","3","inclined to pendulous",1,17,"grained","occasional","summer",0,0,0,1,0
"Bryophyta","Grimmiaceae","Grimmia hartmanii","M1.1","5","2","6","2","2",2,0,1,0,0,3,"O","erect",3.25,"turf","p","s",0,1,0,"Dioicous","","3","inclined to pendulous",1,16,"grained","very rare","",0,1,0,0,0
"Bryophyta","Grimmiaceae","Grimmia incurva","","","","","","",2,1,1,0,0,2,"O","erect",1.75,"turf","c","",0,1,0,"Dioicous","","3","inclined to pendulous",1,15,"","very rare","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Grimmia montana","","","","","","",1,1,1,0,0,2,"O","erect",1,"cushion","c","",0,1,0,"Dioicous","","2","erect to inclined",1,12,"grained","rare","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Grimmia muehlenbeckii","M1.2","5","4","5","3","4",NA,0,1,0,0,NA,"O","erect",3.5,"turf","c","p",0,1,0,"Dioicous","","3","inclined to pendulous",1,12,"grained","rare","spring",0,1,0,0,0
"Bryophyta","Grimmiaceae","Grimmia pulvinata","","","","","","",4,1,1,1,1,6,"O","erect",3,"cushion","c","",0,1,0,"Monoicous","Autoicous","2","inclined to pendulous",1,10,"grained","very common","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Grimmia torquata","M1.2","5","3","5","8","6",2,0,1,0,0,2,"O","erect",3,"turf","p","c",0,1,0,"Dioicous","","2","inclined to pendulous",1,9,"","very rare","",0,1,0,0,0
"Bryophyta","Grimmiaceae","Grimmia trichophylla","M2.2","7","5","5","3","5",2,0,1,0,0,2,"O","erect",3.5,"turf","p","c",0,1,0,"Dioicous","","3","inclined to pendulous",1,12,"grained","rare","spring",0,1,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium aciculare","M2.1","Ind","3","4","7","5",2,0,1,0,0,2,"P","ascending to erect",6,"turf","c","p",0,0,0,"Dioicous","","2","immersed",1,18,"","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium affine","M2.1","6","2","Ind","6","1",1,0,1,0,0,3,"P","procumbent",6,"mat","c","p",0,1,0,"Dioicous","","2","erect",1,16,"grained","occasional","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium aquaticum","M2.1","6","3","6","7","1",1,0,1,0,0,2,"P","decumbent to erect",7,"turf","c","p",0,0,0,"Dioicous","","2","immersed",1,17,"grained","occasional","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium canescens","M2.2","9","3","6","1","6",2,1,0,0,0,4,"P","ascending to erect",6,"turf","c","p",0,1,0,"Dioicous","","2","erect",1,9,"flat","rare","winter",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium elongatum","","8","3","6","9","5",2,1,1,0,1,3,"P","procumbent to ascending",6,"turf","c","p",0,1,0,"Dioicous","","2","immersed",1,10,"papillose","rare","winter",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium fasciculare","M2.2","8","2","6","6","1",1,0,1,0,0,3,"P","procumbent to erect",10,"turf","c","p",0,0,0,"Dioicous","","2","immersed",1,14,"grained","frequent","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium heterostichum","M2.1","8","3","4","1","1",1,0,1,0,0,3,"P","procumbent to ascending",5,"turf","c","p",0,1,0,"Dioicous","","2","immersed",1,14,"grained","occasional","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium lanuginosum","","9","Ind","6","3","3",1,1,1,1,1,3,"P","procumbent",10,"turf","p","s",0,1,1,"Dioicous","","2","immersed",1,10,"flat","occasional","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium microcarpon","","9","2","6","2","2",NA,1,1,1,0,2,"P","decumbent",4,"turf","c","p",0,1,0,"Dioicous","","2","immersed",1,14,"flat","frequent","spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Racomitrium sudeticum","M2.2","7","2","6","6","1",1,0,1,0,0,2,"P","procumbent to erect",4.5,"turf","c","p",0,1,0,"Dioicous","","2","inclined",1,14,"grained","frequent","spring to autumn",0,0,0,0,0
"Bryophyta","Grimmiaceae","Schistidium apocarpum","M2.1","4","Ind","5","3","7",NA,0,1,0,1,4,"O","procumbent",4.25,"turf","c","p",0,1,0,"Monoicous","Autoicous","1","immersed",1,14,"grained","common","winter to spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Schistidium crassipilum","M2.1","4","Ind","5","3","7",4,0,1,0,1,6,"O","erect",2,"turf","c","",0,1,0,"Monoicous","Autoicous","1","immersed",1,9,"papillose","common","winter to spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Schistidium dupretii","","","","","","",2,1,1,0,0,6,"O","decumbent to erect",15,"turf","c","",0,1,0,"Monoicous","Autoicous","1","immersed",1,9.5,"flat","common","spring to summer",0,0,0,0,0
"Bryophyta","Grimmiaceae","Schistidium elegantulum","M1.1","Ind","Ind","Ind","Ind","Ind",2,0,1,0,0,7,"O","procumbent to ascending",3.1,"cushion","c","",0,1,0,"Monoicous","Autoicous","1","immersed",1,9,"grained","common","",0,0,0,0,0
"Bryophyta","Grimmiaceae","Schistidium papillosum","M1.2","4","2","6","6","6",2,0,1,0,0,4,"O","procumbent",10,"mat","c","",0,1,0,"Monoicous","Autoicous","1","immersed",1,11.5,"grained","common","spring to summer",0,0,0,0,0
"Bryophyta","Grimmiaceae","Schistidium rivulare","M2.1","Ind","2","6","8","6",NA,0,1,0,0,2,"O","decumbent to erect",6.25,"cushion","p","",0,1,0,"Monoicous","Autoicous","1","immersed",1,18,"grained","common","autumn to spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Schistidium robustum","M2.2","Ind","Ind","Ind","Ind","Ind",2,0,1,0,0,4,"O","decumbent to erect",3,"turf","c","",0,1,0,"Monoicous","Autoicous","1","immersed",1,10,"flat","occasional to frequent","winter to spring",0,0,0,0,0
"Bryophyta","Grimmiaceae","Schistidium trichodon","M2.1","9","3","6","3","8",2,0,1,0,0,3,"O","decumbent",11.5,"mat","c","",0,1,0,"Monoicous","Autoicous","1","immersed",1,12,"flat","common","spring to summer",0,0,0,0,0
"Bryophyta","Hedwigiaceae","Hedwigia ciliata","M2.2","9","Ind","5","2","2",1,1,1,0,1,3,"O","decumbent",10,"turf","l","",0,1,0,"Monoicous","Autoicous","1","immersed",1,25,"papillose","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Hookeriaceae","Hookeria lucens","M1.1","2","3","3","7","6",4,1,1,0,0,2,"P","decumbent",6,"turf","p","",0,0,0,"Monoicous","Autoicous","1","inclined",1,14,"","occasional to frequent","autumn to spring",0,1,0,0,0
"Bryophyta","Hylocomiaceae","Hylocomium brevirostre","M1.1","5","5","4","5","6",3,1,1,1,0,2,"P","ascending",0.3,"weft","s","p",0,0,0,"Dioicous","","3","inclined",1,24,"","rare","autumn to spring",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Hylocomium pyrenaicum","M2.2","8","2","6","6","5",2,1,1,0,0,2,"P","procumbent to ascending",0.5,"weft","p","c",0,0,0,"Dioicous","","3","inclined",1,19,"","rare","autumn to spring",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Hylocomium splendens","M2.1","6","3","6","4","5",2,1,1,1,0,3,"P","procumbent",15,"weft","p","c",0,0,0,"Dioicous","","3","inclined",1,15.5,"","rare","spring",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Hylocomium umbratum","M1.1","4","2","6","6","3",2,1,1,1,0,NA,"P","ascending",15,"weft","p","c",0,0,0,"Dioicous","","3","inclined",1,16,"","rare","autumn",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Pleurozium schreberi","M2.1","6","3","6","4","2",2,1,1,1,0,3,"P","procumbent to erect",12,"weft","p","c",0,0,0,"Dioicous","","3","inclined",1,15,"papillose","very rare","autumn to winter",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Rhytidiadelphus loreus","M1.1","4","3","4","6","3",2,1,1,1,0,2,"P","ascending",40,"weft","p","c",0,0,0,"Dioicous","","3","inclined",1,16,"papillose","rare to occasional","winter",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Rhytidiadelphus squarrosus","M2.1","7","3","6","6","5",4,1,0,1,0,5,"P","ascending to erect",15,"mat","p","c",0,0,0,"Dioicous","","3","inclined",1,19,"papillose","rare","winter",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Rhytidiadelphus subpinnatus","M1.1","7","2","6","6","5",3,1,0,0,0,3,"P","ascending",12,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,19,"papillose","rare","winter",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Rhytidiadelphus triquetrus","M2.1","7","3","6","4","5",3,1,1,1,0,3,"P","ascending to erect",20,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,17.5,"flat","rare","winter",0,0,0,0,0
"Bryophyta","Hylocomiaceae","Rhytidium rugosum","M2.2","9","Ind","6","3","7",2,1,1,0,0,3,"P","procumbent to ascending",12,"weft","p","c",0,0,0,"Dioicous","","3","inclined",1,16,"papillose","very rare","spring to summer",0,0,0,0,0
"Bryophyta","Hypnaceae","Callicladium haldanianum","M1.1","6","4","7","6","2",NA,1,0,1,1,NA,"P","procumbent",5,"turf","p","",0,0,0,"Monoicous","Autoicous","2","inclined to pendulous",1,14,"","frequent","winter",0,0,0,0,0
"Bryophyta","Hypnaceae","Calliergonella cuspidata","M2.2","8","3","5","7","7",4,1,1,1,1,4,"P","procumbent to erect",12,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,20,"papillose","occasional","spring",0,0,0,0,0
"Bryophyta","Hypnaceae","Ctenidium molluscum","M2.1","5","4","5","4","8",2,1,1,0,1,3,"P","procumbent to erect",2,"mat","p","c",0,NA,0,"Dioicous","","3","inclined",1,14,"","rare","spring",0,0,0,0,0
