"division","Familie","species_GermanSL","forest","ind_L","ind_T","ind_K","ind_F","ind_R","ind_N","sub_soil","sub_rock","sub_wood","sub_bark","hemeroby","growth_form","stems","shoot_length","life_form","life_strat","life_strat2","protonema","hyalin_hairp","dominants","dist_gamet","dist_gamet2","seta_length","capsule_pos","capsule_peris","spores","ornament","fruit_freq","fruit_seas","veg_tub","veg_gem","veg_bulb","veg_bran","veg_leav"
"Bryophyta","Sphagnaceae","Sphagnum subnitens","M2.2","8","4","4","7","2",2,1,0,0,0,3,"O","erect",20,"cushion","l","",0,0,0,"Monoicous","Autoicous","0","erect",1,28,"papillose","common","summer",0,0,0,0,0
"Bryophyta","Sphagnaceae","Sphagnum subsecundum","M2.2","6","2","6","7","3",2,1,0,0,0,3,"O","erect",15,"mat","l","",0,0,0,"Dioicous","","0","erect",1,28,"papillose","rare","summer",0,0,0,0,0
"Bryophyta","Sphagnaceae","Sphagnum tenellum","","","","","","",1,1,1,0,0,3,"O","erect",10,"turf","l","",0,0,0,"Dioicous","","0","erect",1,37.5,"papillose","frequent","summer",0,0,0,0,0
"Bryophyta","Sphagnaceae","Sphagnum teres","M2.2","9","Ind","6","7","3",2,1,0,0,0,3,"O","erect",20,"turf","l","",0,0,0,"Dioicous","","0","erect",1,25,"papillose","rare","summer",0,0,0,0,0
"Bryophyta","Sphagnaceae","Sphagnum warnstorfii","M2.1","7","2","6","8","3",2,1,0,0,0,2,"O","erect",15,"turf","l","",0,0,0,"Dioicous","","0","erect",1,22,"papillose","frequent","summer to autumn",0,0,0,0,0
"Bryophyta","Splachnaceae","Splachnum ampullaceum","M2.2","8","3","6","7","4",6,1,0,0,0,3,"O","erect",3,"turf","s","",0,0,0,"Monoicous","Autoicous","3 \ 4","erect",1,8,"flat","common","summer",0,0,0,0,0
"Bryophyta","Splachnaceae","Splachnum sphaericum","M2.2","8","2","6","7","5",6,1,0,0,0,3,"O","erect",1.5,"turf","s","",0,0,0,"Dioicous","","3 \ 4","erect",1,10,"flat","common","spring to autumn",0,0,0,0,0
"Bryophyta","Splachnaceae","Tayloria acuminata","M1.1","9","1","6","7","5",NA,1,0,1,0,3,"O","erect",0.7,"turf","c","",0,NA,0,"Monoicous","Autoicous","2","erect",1,16.5,"","","summer",0,1,0,0,0
"Bryophyta","Splachnaceae","Tayloria rudolphiana","M2.1","9","2","5","5","6",NA,0,0,0,1,3,"O","erect",4,"mat","c","",0,NA,0,"Monoicous","Autoicous","2","erect",1,10.5,"","","summer",0,0,0,0,0
"Bryophyta","Splachnaceae","Tayloria serrata","M2.1","8","3","6","6","5",NA,1,0,0,0,2,"O","erect",2,"turf","c","",0,NA,0,"Monoicous","Autoicous","3","erect",1,12,"","frequent","summer",0,1,0,0,0
"Bryophyta","Splachnaceae","Tayloria tenuis","M2.1","7","3","6","6","5",3,1,0,1,0,3,"O","erect",2,"turf","c","s",0,0,0,"Monoicous","Autoicous","3","erect",1,12,"flat","frequent","summer",0,0,0,0,0
"Bryophyta","Splachnaceae","Tetraplodon angustatus","M2.2","8","2","6","6","7",6,1,0,0,0,3,"P","erect",3.5,"annual","s","",0,0,0,"Monoicous","Autoicous","2","erect",1,10,"flat","common","summer",0,0,0,0,0
"Bryophyta","Splachnaceae","Tetraplodon mnioides","","","","","","",6,1,0,0,0,3,"P","erect",6,"turf","s","",0,NA,0,"Monoicous","Autoicous","2 \ 3","erect",1,11,"","common","spring to summer",0,0,0,0,0
"Bryophyta","Tetraphidaceae","Tetraphis pellucida","M2.1","3","3","5","6","1",3,1,1,1,0,3,"O","erect",2.5,"turf","c","p",0,0,0,"Monoicous","Autoicous","2","erect to inclined",1,11,"flat","rare to occasional","spring to winter",0,1,0,0,0
"Bryophyta","Tetraphidaceae","Tetrodontium brownianum","M1.1","1","4","3","6","1",3,0,1,0,0,2,"O","erect",0.15,"turf","c","p",1,0,0,"Monoicous","Autoicous","2","erect",1,15,"papillose","common","autumn",0,0,0,0,0
"Bryophyta","Tetraphidaceae","Tetrodontium ovatum","M2.1","Ind","Ind","Ind","Ind","Ind",NA,0,1,0,0,2,"O","erect",0.2,"mat","c","p",1,0,0,"Monoicous","Autoicous","2","erect",1,15,"flat","common","summer",0,0,0,0,0
"Bryophyta","Tetraphidaceae","Tetrodontium repandum","M1.1","2","2","6","6","1",3,0,1,0,0,2,"O","erect",1,"turf","c","p",1,0,0,"Monoicous","Autoicous","2","erect",1,16,"flat","rare","summer",0,0,0,0,0
"Bryophyta","Thuidiaceae","Anomodon attenuatus","M1.1","5","5","7","5","7",4,1,1,0,1,3,"P","erect",7,"mat","p","",0,0,0,"Dioicous","","2","erect",1,12.5,"grained","very rare","autumn",0,0,0,0,0
"Bryophyta","Thuidiaceae","Anomodon longifolius","M1.1","4","3","6","5","8",4,0,1,0,1,3,"P","erect",2,"turf","p","",0,0,0,"Dioicous","","3","erect",1,17,"flat","very rare","autumn to winter",0,0,0,0,0
"Bryophyta","Thuidiaceae","Anomodon rostratus","M1.1","5","8","6","5","7",NA,0,1,0,0,3,"P","procumbent to ascending",1.25,"turf","p","",0,NA,0,"Dioicous","","1","erect",1,13,"","very rare","autumn",0,0,0,0,0
"Bryophyta","Thuidiaceae","Anomodon rugelii","M1.2","3","3","7","4","7",NA,0,1,0,1,3,"O","erect",6,"turf","p","s",0,0,0,"Dioicous","","2","erect",1,13.5,"papillose","","autumn",0,0,0,0,0
"Bryophyta","Thuidiaceae","Anomodon viticulosus","M2.1","4","3","5","4","8",5,0,1,0,1,3,"O","erect",7,"turf","p","",0,0,0,"Dioicous","","3","erect",1,16,"papillose","rare","winter",0,0,0,0,0
"Bryophyta","Thuidiaceae","Helodium blandowii","M2.2","8","2","6","8","9",3,1,0,0,0,2,"P","erect",4,"turf","p","",0,0,0,"Monoicous","Autoicous","3","inclined",1,18,"grained","common","spring",0,0,0,0,0
"Bryophyta","Thuidiaceae","Heterocladium dimorphum","M1.2","8","2","6","3","4",2,1,1,0,0,2,"P","procumbent to erect",3,"turf","p","",0,0,0,"Dioicous","","2 \ 3","erect to inclined",1,14,"grained","very rare","winter to spring",0,0,0,0,0
"Bryophyta","Thuidiaceae","Heterocladium heteropterum","M1.1","3","3","4","7","3",3,0,1,0,0,2,"P","procumbent to ascending",8,"turf","p","",0,0,0,"Dioicous","","2 \ 3","inclined",1,15,"","very rare","spring",0,0,0,0,0
"Bryophyta","Thuidiaceae","Heterocladium heteropterum var. flaccidum","M1.1","Ind","Ind","Ind","Ind","Ind",4,0,1,0,0,2,"P","procumbent to ascending",3,"mat","","",0,0,NA,"Dioicous","","2 \ 3","inclined",1,14,"","","spring",0,0,0,0,0
"Bryophyta","Thuidiaceae","Ptychodium plicatum","M2.1","8","1","6","4","8",2,1,1,0,0,2,"P","procumbent",9,"mat","c","p",0,0,0,"Dioicous","","2 \ 3","inclined",1,19.5,"grained","rare","spring",0,0,0,0,0
"Bryophyta","Thuidiaceae","Thuidium abietinum","M2.2","Ind","Ind","Ind","Ind","Ind",2,1,0,0,0,3,"P","decumbent to erect",8.5,"weft","p","",0,0,0,"Dioicous","","3","erect",1,17,"papillose","very rare","spring",0,0,0,0,0
"Bryophyta","Thuidiaceae","Thuidium delicatulum","M1.1","Ind","Ind","Ind","Ind","Ind",2,1,1,1,0,3,"P","decumbent to erect",4,"weft","p","",0,0,0,"Dioicous","","3","inclined",1,18,"grained","occasional","winter",0,0,0,0,0
"Bryophyta","Thuidiaceae","Thuidium minutulum","M1.1","4","5","8","6","7",NA,1,1,0,1,3,"P","procumbent",2,"turf","p","",0,0,0,"Dioicous","","2","inclined",1,11.5,"flat","","autumn",0,0,0,0,0
"Bryophyta","Thuidiaceae","Thuidium philibertii","M2.2","6","3","4","4","7",2,1,1,0,0,3,"P","decumbent to erect",12.5,"weft","p","",0,1,0,"Dioicous","","3","inclined",1,18,"flat","very rare","autumn to spring",0,0,0,0,0
"Bryophyta","Thuidiaceae","Thuidium recognitum","M1.1","5","3","4","6","6",2,1,1,0,0,3,"P","decumbent to erect",14,"weft","p","",0,0,0,"Dioicous","","3","inclined",1,18,"grained","rare","winter",0,0,0,0,0
"Bryophyta","Thuidiaceae","Thuidium tamariscinum","M1.1","4","4","4","6","4",4,1,1,1,1,3,"P","ascending",25,"weft","p","",0,0,0,"Dioicous","","3","inclined",1,16,"flat","rare","winter to spring",0,0,0,0,0
"Bryophyta","Timmiaceae","Timmia austriaca","M2.1","4","1","6","6","8",2,1,1,0,0,3,"O","erect",10,"turf","p","c",0,0,0,"Dioicous","","3","inclined to pendulous",1,15.5,"papillose","rare","summer",0,0,0,0,0
"Bryophyta","Timmiaceae","Timmia bavarica","M1.2","3","2","7","6","9",NA,1,1,0,0,1,"O","erect",8,"turf","c","",0,0,0,"Monoicous","Autoicous","3","inclined to pendulous",1,17,"papillose","frequent","summer",0,0,0,0,0
"Marchantiophyta","Anastrophyllaceae","Anastrepta orcadensis","M2.1","5","3","3","6","2",2,1,1,1,0,2,"O","erect",6,"turf","p","",0,NA,0,"Dioicous","","1","erect",1,14,"","very rare","",0,1,0,0,0
"Marchantiophyta","Anastrophyllaceae","Anastrophyllum hellerianum","M1.1","7","3","6","6","2",2,0,1,1,0,2,"O","procumbent to ascending",6,"mat","c","p",0,0,0,"Dioicous","","","erect",1,10.5,"","very rare","",0,1,0,0,0
"Marchantiophyta","Anastrophyllaceae","Anastrophyllum michauxii","M1.1","4","3","7","6","2",NA,1,1,1,0,2,"O","procumbent to ascending",5,"mat","","",0,0,0,"Dioicous","","","erect",1,11.5,"","rare","",0,1,0,0,0
"Marchantiophyta","Anastrophyllaceae","Anastrophyllum minutum","M2.1","7","2","6","5","3",2,1,1,1,0,3,"O","ascending to erect",1.5,"turf","c","",0,0,0,"Dioicous","","3","erect",1,14,"","very rare","summer to autumn",0,1,0,0,0
"Marchantiophyta","Anastrophyllaceae","Barbilophozia attenuata","M1.1","7","3","5","6","2",2,1,1,1,1,3,"P","ascending",1,"turf","c","p",0,0,0,"Dioicous","","3","erect",1,14,"","rare","",0,1,0,0,0
"Marchantiophyta","Anastrophyllaceae","Barbilophozia barbata","M1.2","8","3","6","4","5",2,1,1,0,1,3,"P","procumbent",4.5,"turf","p","s",0,0,0,"Dioicous","","3","erect",1,14,"","very rare","",0,0,0,0,0
"Marchantiophyta","Anastrophyllaceae","Barbilophozia floerkei","M1.1","8","2","6","6","2",2,1,1,1,0,3,"P","procumbent to ascending",1,"turf","p","s",0,0,0,"Dioicous","","3","erect",1,14,"","rare","summer to autumn",0,0,0,0,0
"Marchantiophyta","Anastrophyllaceae","Barbilophozia hatcheri","M2.1","6","2","6","6","2",2,1,1,0,0,3,"P","ascending",1,"turf","c","p",0,0,0,"Dioicous","","3","erect",1,14,"","rare","autumn",0,1,0,0,0
"Marchantiophyta","Anastrophyllaceae","Barbilophozia kunzeana","M2.2","9","2","6","8","2",2,1,1,1,0,3,"P","erect",5,"mat","c","p",0,0,0,"Dioicous","","","",1,12,"","","",0,1,0,0,0
"Marchantiophyta","Anastrophyllaceae","Barbilophozia lycopodioides","M1.1","7","2","6","6","3",2,1,1,0,0,3,"P","procumbent to erect",6.5,"turf","c","p",0,0,0,"Dioicous","","","",1,14,"","","",0,0,0,0,0
"Marchantiophyta","Anastrophyllaceae","Gymnocolea inflata","M2.2","Ind","2","3","8","1",1,1,1,0,0,4,"P","procumbent to erect",1.5,"mat","c","p",0,0,0,"Dioicous","","","erect",1,14,"papillose","rare","winter",0,0,0,0,0
"Marchantiophyta","Aneuraceae","Aneura pinguis","M2.2","8","Ind","5","8","7",2,1,1,1,0,3,"P","thalloid",2,"mat","s","",0,NA,0,"Dioicous","","3","pendulous",1,22,"","frequent","winter",0,0,0,0,0
"Marchantiophyta","Aneuraceae","Cryptothallus mirabilis","M1.1","Ind","3","5","7","1",3,1,0,0,0,2,"P","thalloid",0.65,"mat","s","",0,NA,0,"Dioicous","","2","erect",1,45,"","frequent","spring to winter",0,0,0,0,0
"Marchantiophyta","Aneuraceae","Riccardia chamedryfolia","M2.1","Ind","Ind","Ind","Ind","Ind",3,1,1,0,0,2,"P","thalloid",1.25,"mat","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,18.5,"papillose","occasional","winter to spring",0,1,0,0,0
"Marchantiophyta","Aneuraceae","Riccardia latifrons","M1.1","4","3","6","6","1",1,1,1,1,0,2,"P","thalloid",1,"mat","c","p",0,0,0,"Monoicous","Autoicous","3","erect",1,15.5,"papillose","rare","spring",0,1,0,0,0
"Marchantiophyta","Aneuraceae","Riccardia multifida","M2.1","7","4","5","8","4",2,1,1,1,0,3,"P","thalloid",3,"mat","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,14.5,"papillose","frequent","winter to spring",0,1,0,0,0
"Marchantiophyta","Aneuraceae","Riccardia palmata","M1.1","4","4","4","6","1",2,0,1,1,0,2,"P","thalloid",1,"mat","c","p",0,0,0,"Dioicous","","3","erect",1,13.5,"flat","rare","spring",0,1,0,0,0
"Marchantiophyta","Aytoniaceae","Mannia triandra","M2.1","4","2","7","6","9",NA,1,1,0,0,2,"P","thalloid",1,"mat","l","",0,NA,0,"Monoicous","Autoicous","1","pendulous",1,67.5,"","","",0,0,0,0,0
"Marchantiophyta","Aytoniaceae","Reboulia hemisphaerica","M1.2","7","4","4","7","7",4,1,1,0,0,2,"P","thalloid",4,"mat","l","",0,0,0,"Monoicous","Autoicous","1","pendulous",1,71,"papillose","frequent","spring to summer",0,0,0,0,0
"Marchantiophyta","Blasiaceae","Blasia pusilla","M2.2","9","3","6","8","2",4,1,0,0,0,5,"P","procumbent to ascending",5,"turf","s","",0,0,0,"Dioicous","","1","erect",1,41.5,"","occasional","summer to spring",0,1,0,0,0
"Marchantiophyta","Calypogeiaceae","Calypogeia arguta","M1.2","3","6","3","6","5",4,1,0,0,0,4,"P","procumbent",8.3,"mat","c","",0,0,0,"Dioicous","","","",1,12.5,"","rare","spring",0,1,0,0,0
"Marchantiophyta","Calypogeiaceae","Calypogeia azurea","M1.1","4","3","6","6","3",1,1,1,1,0,5,"P","procumbent",12.5,"turf","c","",0,0,0,"Dioicous or Monoicous","Synoicous or paroicous","3","pendulous",1,12.5,"","common","spring",0,1,0,0,0
"Marchantiophyta","Calypogeiaceae","Calypogeia fissa","M1.1","4","4","4","5","3",3,1,1,1,0,5,"P","procumbent to ascending",10,"turf","c","",0,0,0,"Dioicous or Monoicous","Synoicous or paroicous","3","pendulous",1,12.5,"","occasional","winter to spring",0,1,0,0,0
"Marchantiophyta","Calypogeiaceae","Calypogeia integristipula","M1.1","4","3","5","6","2",1,1,1,1,0,3,"P","procumbent to ascending",2,"turf","c","",0,0,0,"Dioicous or Monoicous","Synoicous or paroicous","3","pendulous",1,12.5,"","very rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Calypogeiaceae","Calypogeia muelleriana","M1.1","5","3","6","5","3",1,1,1,1,0,3,"P","procumbent to ascending",2,"turf","c","",0,0,0,"Dioicous or Monoicous","Synoicous or paroicous","3","pendulous",1,12.5,"","very rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Calypogeiaceae","Calypogeia neesiana","M2.1","5","3","6","6","1",1,1,0,1,0,4,"P","procumbent to ascending",1,"turf","c","",0,0,0,"Dioicous or Monoicous","Synoicous or paroicous","3","pendulous",1,12.5,"","very rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Calypogeiaceae","Calypogeia sphagnicola","M2.2","8","3","4","8","2",1,1,0,0,0,3,"P","procumbent to ascending",12,"turf","c","",0,0,0,"Monoicous","Autoicous","3","pendulous",1,12.5,"","very rare","spring",0,1,0,0,0
"Marchantiophyta","Calypogeiaceae","Calypogeia suecica","M1.1","4","3","4","6","2",2,0,0,1,0,2,"P","procumbent",3,"turf","c","",0,0,0,"Dioicous or Monoicous","Autoicous","3","pendulous",1,12.5,"","very rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cephalozia bicuspidata","M2.1","5","Ind","5","5","3",2,1,1,1,0,5,"P","procumbent to ascending",2.25,"turf","c","p",0,0,0,"Monoicous","Autoicous","3","erect",1,13,"papillose","common","autumn to spring",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cephalozia catenulata","M1.1","5","4","4","6","2",1,0,1,1,0,2,"P","procumbent to ascending",0.6,"turf","c","",0,0,0,"Dioicous","","3","erect",1,13,"","common","winter to summer",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cephalozia connivens","M2.1","Ind","3","4","7","1",1,1,0,1,0,3,"P","procumbent",1.25,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,13,"papillose","frequent","autumn to spring",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cephalozia lacinulata","M1.1","4","3","7","6","1",NA,0,0,1,0,2,"P","procumbent",0.3,"weft","c","",0,0,0,"Dioicous","","","erect",1,8.5,"grained","very rare","",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cephalozia leucantha","M1.1","5","2","5","6","1",1,0,1,1,0,2,"P","procumbent",1,"turf","c","p",0,0,0,"Dioicous","","3","erect",1,13,"grained","occasional","spring to summer",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cephalozia lunulifolia","M1.1","5","3","6","6","2",2,0,1,1,0,3,"P","procumbent",1.75,"turf","c","",0,0,0,"Dioicous","","3","erect",1,13,"","occasional","winter to summer",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cephalozia macrostachya","M2.2","Ind","Ind","Ind","Ind","Ind",1,1,0,0,0,3,"P","procumbent to ascending",3,"mat","c","",0,0,0,"Dioicous or Monoicous","Autoicous","","erect",1,12.5,"","rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cephalozia pleniceps","","","","","","",2,1,1,1,0,3,"P","procumbent",1.25,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,13,"papillose","frequent","summer",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Cladopodiella fluitans","M2.2","9","2","3","8","1",1,1,0,0,0,3,"P","procumbent",12.5,"turf","c","",0,0,0,"Dioicous","","3","pendulous",1,15,"papillose","rare","spring to summer",0,0,0,0,0
"Marchantiophyta","Cephaloziaceae","Hygrobiella laxifolia","M2.1","7","3","6","8","2",2,0,1,0,0,2,"P","procumbent to erect",1,"mat","s","",0,0,0,"Dioicous","","","erect",1,23,"","occasional","spring to summer",0,0,0,0,0
"Marchantiophyta","Cephaloziaceae","Nowellia curvifolia","M1.1","5","4","4","6","1",2,0,1,1,0,3,"P","procumbent",1.5,"turf","c","",0,0,0,"Dioicous or Monoicous","Autoicous","3","pendulous",1,9,"papillose","occasional","spring to summer",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Odontoschisma denudatum","M2.1","5","4","4","6","1",1,1,1,1,0,3,"P","procumbent",1.5,"turf","c","",0,0,0,"Dioicous","","3","pendulous",1,12,"","very rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Cephaloziaceae","Odontoschisma sphagni","M2.2","9","2","4","7","1",1,1,0,0,0,3,"P","decumbent to erect",3.5,"turf","c","",0,0,0,"Dioicous","","3","pendulous",1,12,"","very rare","spring to summer",0,0,0,0,0
"Marchantiophyta","Cephaloziellaceae","Cephaloziella divaricata","M2.2","9","Ind","5","2","4",2,1,1,1,0,4,"P","procumbent to ascending",8,"turf","c","",0,0,0,"Dioicous","","","erect",1,9,"flat","occasional","spring to winter",0,1,0,0,0
"Marchantiophyta","Cephaloziellaceae","Cephaloziella elachista","","","","","","",1,1,0,1,0,2,"P","procumbent",1,"turf","c","",0,0,0,"Monoicous","Autoicous","","erect",1,9,"","very rare","spring",0,1,0,0,0
"Marchantiophyta","Cephaloziellaceae","Cephaloziella rubella","","","","","","",2,1,0,1,0,4,"P","procumbent",0.45,"turf","c","",0,0,0,"Monoicous","Synoicous or paroicous","","erect",1,9,"papillose","frequent","spring to winter",0,1,0,0,0
"Marchantiophyta","Conocephalaceae","Conocephalum conicum","M2.1","7","3","6","7","7",NA,1,1,0,0,4,"P","thalloid",16,"mat","l","",0,0,0,"Dioicous","","1","pendulous",1,95,"papillose","occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Conocephalaceae","Conocephalum salebrosum","M2.1","Ind","Ind","Ind","Ind","Ind",5,0,1,0,0,NA,"P","thalloid",5,"mat","","",0,NA,0,"Dioicous","","1","pendulous",1,70.5,"","occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Fossombroniaceae","Fossombronia pusilla","M2.2","7","7","4","7","3",4,1,0,0,0,5,"P","thalloid",1.25,"mat","a","",0,0,0,"Monoicous","","","erect",1,47,"grained","common","winter",0,0,0,0,0
"Marchantiophyta","Fossombroniaceae","Fossombronia wondraczekii","M2.1","8","5","5","7","4",3,1,0,0,0,7,"P","thalloid",10,"mat","a","",0,0,0,"Monoicous","","","erect",1,42,"grained","common","winter",0,0,0,0,0
"Marchantiophyta","Geocalycaceae","Geocalyx graveolens","M1.1","4","3","5","6","3",2,1,1,1,0,2,"P","procumbent",1.75,"turf","c","p",0,0,0,"Monoicous","Autoicous","","erect",1,12.5,"flat","occasional","spring to summer",0,0,0,0,0
"Marchantiophyta","Geocalycaceae","Harpanthus flotovianus","","8","2","6","7","1",3,1,1,0,0,2,"P","procumbent to ascending",5,"turf","c","",0,0,0,"Dioicous","","","erect",1,10,"grained","rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Geocalycaceae","Harpanthus scutatus","M1.1","4","3","3","6","2",2,1,1,1,0,2,"P","decumbent to erect",1.25,"turf","c","",0,0,0,"Dioicous","","","erect",1,10,"grained","very rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Gymnomitriaceae","Gymnomitrion concinnatum","M2.1","6","2","6","5","2",1,0,1,0,0,2,"O","decumbent to erect",1.5,"turf","c","",0,0,0,"Monoicous","Paroicous","","erect",1,13,"grained","rare","summer",0,0,0,0,0
"Marchantiophyta","Gymnomitriaceae","Marsupella emarginata","M2.1","Ind","Ind","Ind","Ind","Ind",1,1,1,0,0,3,"P","decumbent to erect",3,"turf","c","p",0,0,0,"Dioicous","","","erect",1,12.5,"grained","occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Gymnomitriaceae","Marsupella emarginata var. aquatica","","","","","","",1,1,1,0,0,2,"P","decumbent to erect",6,"turf","c","p",0,NA,0,"Dioicous","","","erect",1,12.5,"","occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Gymnomitriaceae","Marsupella funckii","M2.2","Ind","Ind","Ind","Ind","Ind",1,1,1,0,0,5,"P","procumbent to erect",0.8,"turf","c","",0,0,0,"Dioicous","","","erect",1,12.5,"flat","very rare","spring to summer",0,0,0,0,0
"Marchantiophyta","Gymnomitriaceae","Marsupella sphacelata","M2.1","8","3","4","7","2",1,0,1,0,0,3,"P","decumbent to erect",0.55,"turf","c","p",0,0,0,"Dioicous","","","erect",1,12.5,"flat","very rare","spring to summer",0,0,0,0,0
"Marchantiophyta","Gymnomitriaceae","Marsupella sprucei","M2.1","6","2","6","6","2",1,0,1,0,0,2,"P","erect",0.4,"turf","c","",0,0,0,"Monoicous","Paroicous","","erect",1,12.5,"grained","common","summer to autumn",0,0,0,0,0
"Marchantiophyta","Jubulaceae","Frullania dilatata","M2.1","8","3","5","4","5",4,0,1,0,1,3,"P","procumbent",4,"turf","l","",0,0,0,"Dioicous","","","erect",1,45,"","frequent","autumn to spring",0,1,0,0,0
"Marchantiophyta","Jubulaceae","Frullania fragilifolia","M2.1","7","4","4","5","4",2,0,1,0,1,2,"P","procumbent",2.5,"turf","l","",0,0,0,"Dioicous","","","erect",1,45,"","rare","spring to summer",0,0,0,0,1
"Marchantiophyta","Jubulaceae","Frullania jackii","M1.1","7","4","7","6","5",NA,0,1,0,1,3,"P","procumbent",6,"turf","l","",0,0,0,"Dioicous","","","erect",1,45,"","","",0,0,0,0,0
"Marchantiophyta","Jubulaceae","Frullania tamarisci","M2.1","7","3","4","4","5",2,1,1,0,1,4,"P","procumbent to ascending",10,"weft","l","",0,0,0,"Dioicous","","1","pendulous",1,45,"","occasional","spring to autumn",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jamesoniella autumnalis","M1.1","6","4","5","4","1",2,0,1,1,0,2,"P","procumbent",2,"mat","c","",0,0,0,"Dioicous","","","erect",1,13.5,"papillose","rare","winter to spring",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia atrovirens","M2.1","5","2","5","7","8",3,1,1,0,0,3,"P","ascending",3,"mat","c","",0,0,0,"Dioicous","","","erect",1,14.5,"grained","frequent","spring to summer",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia caespiticia","M1.2","7","3","4","6","2",3,1,0,0,0,5,"P","procumbent",0.04,"turf","c","",0,0,0,"Dioicous","","3","erect",1,17,"grained","occasional","spring",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia confertissima","M2.1","9","1","6","7","2",3,1,1,0,0,3,"P","ascending to erect",2,"mat","c","",0,0,0,"Monoicous","Paroicous","","erect",1,18.5,"grained","frequent","spring to autumn",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia exsertifolia","M2.1","7","2","6","9","2",3,0,1,1,0,2,"P","ascending",4,"mat","p","c",0,0,0,"Dioicous","","","erect",1,22.5,"","occasional","spring to summer",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia gracillima","M2.1","8","4","5","7","3",3,1,1,0,0,6,"P","procumbent",2.25,"turf","c","",0,0,0,"Dioicous","","3","erect",1,17,"","occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia hyalina","M1.1","7","3","5","7","5",3,1,1,0,0,3,"P","procumbent to ascending",4,"mat","c","",0,0,0,"Dioicous","","","erect",1,19,"","occasional","spring",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia leiantha","M1.1","4","3","Ind","6","1",3,1,1,1,0,2,"P","procumbent",1.75,"turf","c","",0,0,0,"Monoicous","Paroicous","3","erect",1,17,"grained","frequent","spring",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia obovata","M2.1","Ind","2","6","8","5",3,0,1,0,0,3,"P","decumbent to erect",3.25,"turf","c","",0,0,0,"Monoicous","Paroicous","3","erect",1,17,"","occasional","spring to summer",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia pumila","M1.1","4","3","4","8","3",2,0,1,0,0,2,"P","ascending to erect",1.15,"turf","c","",0,0,0,"Monoicous","Paroicous","3","erect",1,17,"papillose","common","winter to spring",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia sphaerocarpa","M2.1","Ind","3","6","8","2",3,0,1,0,0,3,"P","procumbent to erect",1.75,"turf","c","",0,0,0,"Monoicous","Paroicous","3","erect",1,17,"grained","occasional","spring to summer",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia subelliptica","M1.1","6","2","6","6","3",3,1,1,0,0,2,"P","ascending to erect",6,"mat","s","",0,0,0,"Monoicous","Paroicous","","erect",1,20,"","frequent","spring to autumn",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Jungermannia subulata","M1.1","5","6","7","6","1",NA,0,1,0,0,2,"P","procumbent to erect",1.75,"turf","c","",0,NA,0,"Dioicous","","","erect",1,17,"","","",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Leiocolea alpestris","M2.1","6","3","6","6","9",2,1,1,0,0,3,"P","procumbent",1.5,"mat","c","",0,NA,0,"Dioicous","","","erect",1,13.5,"","occasional","spring to autumn",0,0,0,0,0
